name,owner,description,html_url,readme_url
qcc,qcc4cp,"Source code for the book ""Quantum Computing for Programmers"", Cambridge University Press",https://github.com/qcc4cp/qcc,https://github.com/qcc4cp/qcc/blob/main/README.md
qcc,qcc4cp,"Source code for the book ""Quantum Computing for Programmers"", Cambridge University Press",https://github.com/qcc4cp/qcc,https://github.com/qcc4cp/qcc/blob/master/README.md
orqviz,zapata-engineering,Python package for visualizing the loss landscape of parameterized quantum algorithms. ,https://github.com/zapata-engineering/orqviz,https://github.com/zapata-engineering/orqviz/blob/main/README.md
orqviz,zapata-engineering,Python package for visualizing the loss landscape of parameterized quantum algorithms. ,https://github.com/zapata-engineering/orqviz,https://github.com/zapata-engineering/orqviz/blob/master/README.md
SeQUeNCe,sequence-toolbox,"Simulator of QUantum Network Communication (SeQUeNCe) is an open-source tool that allows modeling of quantum networks including photonic network components, control protocols, and applications.",https://github.com/sequence-toolbox/SeQUeNCe,https://github.com/sequence-toolbox/SeQUeNCe/blob/master/README.md
quantum-explorers,qiskit-community,"A self-paced, quantum computing learning journey for high school students and above. ",https://github.com/qiskit-community/quantum-explorers,https://github.com/qiskit-community/quantum-explorers/blob/main/README.md
quantum-explorers,qiskit-community,"A self-paced, quantum computing learning journey for high school students and above. ",https://github.com/qiskit-community/quantum-explorers,https://github.com/qiskit-community/quantum-explorers/blob/master/README.md
HPhi,issp-center-dev,Quantum Lattice Model Simulator Package,https://github.com/issp-center-dev/HPhi,https://github.com/issp-center-dev/HPhi/blob/master/README.md
quisp,sfc-aqua,Open source implementation of quantum internet simulation package,https://github.com/sfc-aqua/quisp,https://github.com/sfc-aqua/quisp/blob/master/README.md
mqt-qecc,cda-tum,MQT QECC - Tools for Quantum Error Correcting Codes,https://github.com/cda-tum/mqt-qecc,https://github.com/cda-tum/mqt-qecc/blob/main/README.md
mqt-qecc,cda-tum,MQT QECC - Tools for Quantum Error Correcting Codes,https://github.com/cda-tum/mqt-qecc,https://github.com/cda-tum/mqt-qecc/blob/master/README.md
dwave-hybrid,dwavesystems,Hybrid Asynchronous Decomposition Sampler prototype framework.,https://github.com/dwavesystems/dwave-hybrid,https://github.com/dwavesystems/dwave-hybrid/blob/master/README.rst
qgss-2023,qiskit-community,"All things Qiskit Global Summer School 2023: Theory to Implementation - Lecture notes, Labs and Solutions ",https://github.com/qiskit-community/qgss-2023,https://github.com/qiskit-community/qgss-2023/blob/main/README.md
qgss-2023,qiskit-community,"All things Qiskit Global Summer School 2023: Theory to Implementation - Lecture notes, Labs and Solutions ",https://github.com/qiskit-community/qgss-2023,https://github.com/qiskit-community/qgss-2023/blob/master/README.md
pyqmc,WagnerGroup,Python library for real space quantum Monte Carlo,https://github.com/WagnerGroup/pyqmc,https://github.com/WagnerGroup/pyqmc/blob/master/README.md
qiskit-presentations,qiskit-community,Awesome Qiskit presentations,https://github.com/qiskit-community/qiskit-presentations,https://github.com/qiskit-community/qiskit-presentations/blob/master/README.md
quantum-fog,artiste-qb-net,Python tools for analyzing both classical and quantum Bayesian Networks,https://github.com/artiste-qb-net/quantum-fog,https://github.com/artiste-qb-net/quantum-fog/blob/master/README.md
quantum-mechanics,osscar-org,A collection of interactive notebooks to explain concepts of quantum mechanics and related topics,https://github.com/osscar-org/quantum-mechanics,https://github.com/osscar-org/quantum-mechanics/blob/master/README.md
quartz,quantum-compiler,The Quartz Quantum Compiler,https://github.com/quantum-compiler/quartz,https://github.com/quantum-compiler/quartz/blob/master/README.md
sqaod,shinmorino,Solvers/annealers for simulated quantum annealing on CPU and CUDA(NVIDIA GPU).,https://github.com/shinmorino/sqaod,https://github.com/shinmorino/sqaod/blob/master/README.md
qiskit-ibm-provider,Qiskit,Qiskit Provider for accessing the IBM Quantum Services: Online Systems and Simulators,https://github.com/Qiskit/qiskit-ibm-provider,https://github.com/Qiskit/qiskit-ibm-provider/blob/main/README.md
qiskit-ibm-provider,Qiskit,Qiskit Provider for accessing the IBM Quantum Services: Online Systems and Simulators,https://github.com/Qiskit/qiskit-ibm-provider,https://github.com/Qiskit/qiskit-ibm-provider/blob/master/README.md
pyqsp,ichuang,Python quantum signal processing,https://github.com/ichuang/pyqsp,https://github.com/ichuang/pyqsp/blob/master/README.md
SQIR,inQWIRE,A Small Quantum Intermediate Representation,https://github.com/inQWIRE/SQIR,https://github.com/inQWIRE/SQIR/blob/main/README.md
SQIR,inQWIRE,A Small Quantum Intermediate Representation,https://github.com/inQWIRE/SQIR,https://github.com/inQWIRE/SQIR/blob/master/README.md
rpcq,rigetti,The RPC framework and message specification for @rigetti Quantum Cloud Services.,https://github.com/rigetti/rpcq,https://github.com/rigetti/rpcq/blob/master/README.md
quantum-js,webqit,A runtime extension to JavaScript that enables us do Imperative Reactive Programming (IRP) in the very language!,https://github.com/webqit/quantum-js,https://github.com/webqit/quantum-js/blob/master/README.md
QETLAB,nathanieljohnston,A MATLAB toolbox for quantum entanglement.,https://github.com/nathanieljohnston/QETLAB,https://github.com/nathanieljohnston/QETLAB/blob/master/README.md
Quantum_Neural_Network_Classifiers,LWKJJONAK,Codes for efficiently implementing quantum neural network classifiers,https://github.com/LWKJJONAK/Quantum_Neural_Network_Classifiers,https://github.com/LWKJJONAK/Quantum_Neural_Network_Classifiers/blob/main/README.md
Quantum_Neural_Network_Classifiers,LWKJJONAK,Codes for efficiently implementing quantum neural network classifiers,https://github.com/LWKJJONAK/Quantum_Neural_Network_Classifiers,https://github.com/LWKJJONAK/Quantum_Neural_Network_Classifiers/blob/master/README.md
qiskit-qec,qiskit-community,Qiskit quantum error correction framework,https://github.com/qiskit-community/qiskit-qec,https://github.com/qiskit-community/qiskit-qec/blob/main/README.md
qiskit-qec,qiskit-community,Qiskit quantum error correction framework,https://github.com/qiskit-community/qiskit-qec,https://github.com/qiskit-community/qiskit-qec/blob/master/README.md
NixOS-QChem,Nix-QChem,Nix expressions for HPC/Quantum chemistry software packages,https://github.com/Nix-QChem/NixOS-QChem,https://github.com/Nix-QChem/NixOS-QChem/blob/master/README.md
MrMustard,XanaduAI,A differentiable bridge between phase space and Fock space,https://github.com/XanaduAI/MrMustard,https://github.com/XanaduAI/MrMustard/blob/main/README.md
MrMustard,XanaduAI,A differentiable bridge between phase space and Fock space,https://github.com/XanaduAI/MrMustard,https://github.com/XanaduAI/MrMustard/blob/master/README.md
OpenQuantumTools.jl,USCqserver,Julia toolkit for open quantum system simulation.,https://github.com/USCqserver/OpenQuantumTools.jl,https://github.com/USCqserver/OpenQuantumTools.jl/blob/master/README.md
quantum-ml-handbook,Winter-Soren,"This repository consists of documentation regarding quantum machine learning (QML), covering both beginner's guides and advanced topics.",https://github.com/Winter-Soren/quantum-ml-handbook,https://github.com/Winter-Soren/quantum-ml-handbook/blob/main/README.md
quantum-ml-handbook,Winter-Soren,"This repository consists of documentation regarding quantum machine learning (QML), covering both beginner's guides and advanced topics.",https://github.com/Winter-Soren/quantum-ml-handbook,https://github.com/Winter-Soren/quantum-ml-handbook/blob/master/README.md
Quantum-Computing-Resources,praveenb7,This repository contains the best resources for learning practical quantum computing. This repository will be updated frequently.,https://github.com/praveenb7/Quantum-Computing-Resources,https://github.com/praveenb7/Quantum-Computing-Resources/blob/master/README.md
quantum-toy-piano-ibmq,JavaFXpert,Quantum Music Composer for IBM quantum computers,https://github.com/JavaFXpert/quantum-toy-piano-ibmq,https://github.com/JavaFXpert/quantum-toy-piano-ibmq/blob/master/README.md
quantum-transfer-learning,XanaduAI,A transfer learning approach applied to hybrid neural networks composed of classical and quantum elements.,https://github.com/XanaduAI/quantum-transfer-learning,https://github.com/XanaduAI/quantum-transfer-learning/blob/master/README.md
ppqm,ppqm,Enable cheminformatics and quantum chemistry,https://github.com/ppqm/ppqm,https://github.com/ppqm/ppqm/blob/master/readme.rst
hande,hande-qmc,Open source stochastic quantum chemistry,https://github.com/hande-qmc/hande,https://github.com/hande-qmc/hande/blob/main/README.rst
hande,hande-qmc,Open source stochastic quantum chemistry,https://github.com/hande-qmc/hande,https://github.com/hande-qmc/hande/blob/master/README.rst
QC-CNN,christorange,Quantum-classical hybrid convolutional neural network for classical image classification,https://github.com/christorange/QC-CNN,https://github.com/christorange/QC-CNN/blob/main/README.md
QC-CNN,christorange,Quantum-classical hybrid convolutional neural network for classical image classification,https://github.com/christorange/QC-CNN,https://github.com/christorange/QC-CNN/blob/master/README.md
qp2,QuantumPackage,Quantum Package : a programming environment for wave function methods,https://github.com/QuantumPackage/qp2,https://github.com/QuantumPackage/qp2/blob/master/README.md
qc-workbook,UTokyo-ICEPP,Quantum computing workbook by ICEPP,https://github.com/UTokyo-ICEPP/qc-workbook,https://github.com/UTokyo-ICEPP/qc-workbook/blob/master/README.md
IonSim.jl,HaeffnerLab,a simple tool for simulating trapped ion systems,https://github.com/HaeffnerLab/IonSim.jl,https://github.com/HaeffnerLab/IonSim.jl/blob/master/README.md
ElectronVisualized,wonmor,Public Archive: Beautiful and Elegant Quantum Mechanics Visualization.,https://github.com/wonmor/ElectronVisualized,https://github.com/wonmor/ElectronVisualized/blob/main/README.md
ElectronVisualized,wonmor,Public Archive: Beautiful and Elegant Quantum Mechanics Visualization.,https://github.com/wonmor/ElectronVisualized,https://github.com/wonmor/ElectronVisualized/blob/master/README.md
circuit-knitting-toolbox,Qiskit-Extensions,Tools for knitting quantum circuits with Qiskit,https://github.com/Qiskit-Extensions/circuit-knitting-toolbox,https://github.com/Qiskit-Extensions/circuit-knitting-toolbox/blob/main/README.md
circuit-knitting-toolbox,Qiskit-Extensions,Tools for knitting quantum circuits with Qiskit,https://github.com/Qiskit-Extensions/circuit-knitting-toolbox,https://github.com/Qiskit-Extensions/circuit-knitting-toolbox/blob/master/README.md
OQuPy,tempoCollaboration,A Python 3 package to efficiently compute non-Markovian open quantum systems.,https://github.com/tempoCollaboration/OQuPy,https://github.com/tempoCollaboration/OQuPy/blob/main/README.md
OQuPy,tempoCollaboration,A Python 3 package to efficiently compute non-Markovian open quantum systems.,https://github.com/tempoCollaboration/OQuPy,https://github.com/tempoCollaboration/OQuPy/blob/master/README.md
crystals-go,kudelskisecurity,Implementation in Go of the post-quantum algorithms CRYSTALS-Kyber and -Dilithium,https://github.com/kudelskisecurity/crystals-go,https://github.com/kudelskisecurity/crystals-go/blob/main/README.md
crystals-go,kudelskisecurity,Implementation in Go of the post-quantum algorithms CRYSTALS-Kyber and -Dilithium,https://github.com/kudelskisecurity/crystals-go,https://github.com/kudelskisecurity/crystals-go/blob/master/README.md
mqt-bench,cda-tum,MQT Bench - A MQT tool for Benchmarking Quantum Software Tools,https://github.com/cda-tum/mqt-bench,https://github.com/cda-tum/mqt-bench/blob/main/README.md
mqt-bench,cda-tum,MQT Bench - A MQT tool for Benchmarking Quantum Software Tools,https://github.com/cda-tum/mqt-bench,https://github.com/cda-tum/mqt-bench/blob/master/README.md
CalcUS,cyllab,Quantum Chemistry Web Platform,https://github.com/cyllab/CalcUS,https://github.com/cyllab/CalcUS/blob/master/README.md
quantum-game-theory,desireevl,Playable quantum game theory games,https://github.com/desireevl/quantum-game-theory,https://github.com/desireevl/quantum-game-theory/blob/master/README.md
Quantica.jl,pablosanjose,Simulation of quantum systems on a lattice,https://github.com/pablosanjose/Quantica.jl,https://github.com/pablosanjose/Quantica.jl/blob/master/README.md
Qrisp,eclipse-qrisp,Qrisp - a framework for high-level programming of Quantum computers,https://github.com/eclipse-qrisp/Qrisp,https://github.com/eclipse-qrisp/Qrisp/blob/main/README.md
Qrisp,eclipse-qrisp,Qrisp - a framework for high-level programming of Quantum computers,https://github.com/eclipse-qrisp/Qrisp,https://github.com/eclipse-qrisp/Qrisp/blob/master/README.md
pyqula,joselado,Python library to compute different properties of quantum tight binding models in a lattice,https://github.com/joselado/pyqula,https://github.com/joselado/pyqula/blob/master/README.md
qiskit-research,qiskit-community,Research using Qiskit.,https://github.com/qiskit-community/qiskit-research,https://github.com/qiskit-community/qiskit-research/blob/main/README.md
qiskit-research,qiskit-community,Research using Qiskit.,https://github.com/qiskit-community/qiskit-research,https://github.com/qiskit-community/qiskit-research/blob/master/README.md
QuantumCumulants.jl,qojulia,Generalized mean-field equations in open quantum systems,https://github.com/qojulia/QuantumCumulants.jl,https://github.com/qojulia/QuantumCumulants.jl/blob/master/README.md
mpqc,ValeevGroup,"The Massively Parallel Quantum Chemistry program, MPQC, computes properties of atoms and molecules from first principles using the time independent Schrödinger equation.",https://github.com/ValeevGroup/mpqc,https://github.com/ValeevGroup/mpqc/blob/master/README.md
UniversalQCompiler,Q-Compiler,Synthesizing arbitrary quantum computations,https://github.com/Q-Compiler/UniversalQCompiler,https://github.com/Q-Compiler/UniversalQCompiler/blob/master/README.md
PyClifford,hongyehu,"An intuitive programming package for simulating and analyzing Clifford circuits, quantum measurement, and stabilizer states with applications to many-body localization, classical shadows, quantum chemistry and error correction code.",https://github.com/hongyehu/PyClifford,https://github.com/hongyehu/PyClifford/blob/main/README.md
PyClifford,hongyehu,"An intuitive programming package for simulating and analyzing Clifford circuits, quantum measurement, and stabilizer states with applications to many-body localization, classical shadows, quantum chemistry and error correction code.",https://github.com/hongyehu/PyClifford,https://github.com/hongyehu/PyClifford/blob/master/README.md
quantuminspire,QuTech-Delft,Quantum Inspire SDK,https://github.com/QuTech-Delft/quantuminspire,https://github.com/QuTech-Delft/quantuminspire/blob/master/README.md
QuantumultX,GN006,修改自nzw9314,https://github.com/GN006/QuantumultX,https://github.com/GN006/QuantumultX/blob/master/README.md
qRNG,ozaner,A quantum random number generator using IBM's QISKit.,https://github.com/ozaner/qRNG,https://github.com/ozaner/qRNG/blob/master/README.md
QML-Course,Christophe-pere,"I developped a course on quantum machine learning for École de Technologie Supérieure (Montréal, QC, CA). ",https://github.com/Christophe-pere/QML-Course,https://github.com/Christophe-pere/QML-Course/blob/main/README.md
QML-Course,Christophe-pere,"I developped a course on quantum machine learning for École de Technologie Supérieure (Montréal, QC, CA). ",https://github.com/Christophe-pere/QML-Course,https://github.com/Christophe-pere/QML-Course/blob/master/README.md
Awesome-Quantum-Computation,hsavit1,An Awesome List of Quantum Computational Related Things,https://github.com/hsavit1/Awesome-Quantum-Computation,https://github.com/hsavit1/Awesome-Quantum-Computation/blob/master/README.md
Quantum-youtube-channels,mgg39,Best youtube channels for following and learning about Quantum tech,https://github.com/mgg39/Quantum-youtube-channels,https://github.com/mgg39/Quantum-youtube-channels/blob/main/README.md
Quantum-youtube-channels,mgg39,Best youtube channels for following and learning about Quantum tech,https://github.com/mgg39/Quantum-youtube-channels,https://github.com/mgg39/Quantum-youtube-channels/blob/master/README.md
quantumdb,quantumdb,Zero-downtime schema evolution for PostgreSQL,https://github.com/quantumdb/quantumdb,https://github.com/quantumdb/quantumdb/blob/master/README.md
BernDirac,bernwo,A Mathematica package for performing calculations involving matrices/vectors in the Dirac notation which is usually used in quantum mechanics/quantum computing.,https://github.com/bernwo/BernDirac,https://github.com/bernwo/BernDirac/blob/main/README.md
BernDirac,bernwo,A Mathematica package for performing calculations involving matrices/vectors in the Dirac notation which is usually used in quantum mechanics/quantum computing.,https://github.com/bernwo/BernDirac,https://github.com/bernwo/BernDirac/blob/master/README.md
qLDPC,Infleqtion,Tools for constructing and analyzing quantum low density parity check (qLDPC) codes.,https://github.com/Infleqtion/qLDPC,https://github.com/Infleqtion/qLDPC/blob/main/README.md
qLDPC,Infleqtion,Tools for constructing and analyzing quantum low density parity check (qLDPC) codes.,https://github.com/Infleqtion/qLDPC,https://github.com/Infleqtion/qLDPC/blob/master/README.md
pwtools,elcorto,"pwtools is a Python package for pre- and postprocessing of atomistic calculations, mostly targeted to Quantum Espresso, CPMD, CP2K and LAMMPS. It is almost, but not quite, entirely unlike ASE, with some tools extending numpy/scipy. It has a set of powerful parsers and data types for storing calculation data.",https://github.com/elcorto/pwtools,https://github.com/elcorto/pwtools/blob/master/README.md
quantum_computation,lockwo,Code for implementing and experimenting with quantum algorithms,https://github.com/lockwo/quantum_computation,https://github.com/lockwo/quantum_computation/blob/master/README.md
QuantumultX,MCdasheng,For own use,https://github.com/MCdasheng/QuantumultX,https://github.com/MCdasheng/QuantumultX/blob/main/README.md
QuantumultX,MCdasheng,For own use,https://github.com/MCdasheng/QuantumultX,https://github.com/MCdasheng/QuantumultX/blob/master/README.md
amazon-braket-default-simulator-python,amazon-braket,Quantum program simulators that can run locally,https://github.com/amazon-braket/amazon-braket-default-simulator-python,https://github.com/amazon-braket/amazon-braket-default-simulator-python/blob/main/README.md
amazon-braket-default-simulator-python,amazon-braket,Quantum program simulators that can run locally,https://github.com/amazon-braket/amazon-braket-default-simulator-python,https://github.com/amazon-braket/amazon-braket-default-simulator-python/blob/master/README.md
qadence,pasqal-io,Digital-analog quantum programming interface,https://github.com/pasqal-io/qadence,https://github.com/pasqal-io/qadence/blob/main/README.md
qadence,pasqal-io,Digital-analog quantum programming interface,https://github.com/pasqal-io/qadence,https://github.com/pasqal-io/qadence/blob/master/README.md
Quantumult_X,510004015,,https://github.com/510004015/Quantumult_X,https://github.com/510004015/Quantumult_X/blob/main/README.md
Quantumult_X,510004015,,https://github.com/510004015/Quantumult_X,https://github.com/510004015/Quantumult_X/blob/master/README.md
feedback,Qiskit,A place to share your feedback on Qiskit; stay up to date with release planning and DemoDays; and find out where to get support,https://github.com/Qiskit/feedback,https://github.com/Qiskit/feedback/blob/main/README.md
feedback,Qiskit,A place to share your feedback on Qiskit; stay up to date with release planning and DemoDays; and find out where to get support,https://github.com/Qiskit/feedback,https://github.com/Qiskit/feedback/blob/master/README.md
FIOS-G1100,ozwaldorf,All the current information on reverse engineering the FIOS-G1100 Quantum Gateway router,https://github.com/ozwaldorf/FIOS-G1100,https://github.com/ozwaldorf/FIOS-G1100/blob/master/README.md
qBraid,qBraid,A platform-agnostic quantum runtime framework,https://github.com/qBraid/qBraid,https://github.com/qBraid/qBraid/blob/main/README.md
qBraid,qBraid,A platform-agnostic quantum runtime framework,https://github.com/qBraid/qBraid,https://github.com/qBraid/qBraid/blob/master/README.md
quantum,catho,The default pack of components and layout principles that dictates Catho Frontend applications.,https://github.com/catho/quantum,https://github.com/catho/quantum/blob/master/README.md
qtt,QuTech-Delft,Quantum Technology Toolbox https://qtt.readthedocs.io/,https://github.com/QuTech-Delft/qtt,https://github.com/QuTech-Delft/qtt/blob/master/README.md
TenCirChem,tencent-quantum-lab,Quantum computational chemistry based on TensorCircuit,https://github.com/tencent-quantum-lab/TenCirChem,https://github.com/tencent-quantum-lab/TenCirChem/blob/master/README.md
TenCirChem,tencent-quantum-lab,Quantum computational chemistry based on TensorCircuit,https://github.com/tencent-quantum-lab/TenCirChem,https://github.com/tencent-quantum-lab/TenCirChem/blob/master/README_CN.md
jet,XanaduAI,Jet is a cross-platform library for simulating quantum circuits using tensor network contractions.,https://github.com/XanaduAI/jet,https://github.com/XanaduAI/jet/blob/main/README.rst
jet,XanaduAI,Jet is a cross-platform library for simulating quantum circuits using tensor network contractions.,https://github.com/XanaduAI/jet,https://github.com/XanaduAI/jet/blob/master/README.rst
quantumflow,gecrooks,QuantumFlow: A Quantum Algorithms Development Toolkit,https://github.com/gecrooks/quantumflow,https://github.com/gecrooks/quantumflow/blob/main/README.md
quantumflow,gecrooks,QuantumFlow: A Quantum Algorithms Development Toolkit,https://github.com/gecrooks/quantumflow,https://github.com/gecrooks/quantumflow/blob/master/README.md
OpenFermion-FQE,quantumlib,The Fermionic Quantum Emulator (FQE) is a fermionic simulation research tool specializing in quantum circuits emulating fermion dynamics.,https://github.com/quantumlib/OpenFermion-FQE,https://github.com/quantumlib/OpenFermion-FQE/blob/master/README.md
quantum-music-playground,JavaFXpert,New version,https://github.com/JavaFXpert/quantum-music-playground,https://github.com/JavaFXpert/quantum-music-playground/blob/master/README.md
open-quantum-hardware,nathanshammah,a list of quantum open hardware projects. ,https://github.com/nathanshammah/open-quantum-hardware,https://github.com/nathanshammah/open-quantum-hardware/blob/main/README.md
open-quantum-hardware,nathanshammah,a list of quantum open hardware projects. ,https://github.com/nathanshammah/open-quantum-hardware,https://github.com/nathanshammah/open-quantum-hardware/blob/master/README.md
block2-preview,block-hczhai,Efficient parallel quantum chemistry DMRG in MPO formalism,https://github.com/block-hczhai/block2-preview,https://github.com/block-hczhai/block2-preview/blob/master/README.md
tqec,QCHackers,Design automation software tools for Topological Quantum Error Correction,https://github.com/QCHackers/tqec,https://github.com/QCHackers/tqec/blob/main/README.md
tqec,QCHackers,Design automation software tools for Topological Quantum Error Correction,https://github.com/QCHackers/tqec,https://github.com/QCHackers/tqec/blob/master/README.md
Solution_for_Every_Gaussian_Error_Message,liyuanhe211,Reliable explanation and ways to solve the error messages for the Gaussian quantum chemistry program. This is a per request English translation for a long blog in Chinese I wrote a few years back.,https://github.com/liyuanhe211/Solution_for_Every_Gaussian_Error_Message,https://github.com/liyuanhe211/Solution_for_Every_Gaussian_Error_Message/blob/main/README.md
Solution_for_Every_Gaussian_Error_Message,liyuanhe211,Reliable explanation and ways to solve the error messages for the Gaussian quantum chemistry program. This is a per request English translation for a long blog in Chinese I wrote a few years back.,https://github.com/liyuanhe211/Solution_for_Every_Gaussian_Error_Message,https://github.com/liyuanhe211/Solution_for_Every_Gaussian_Error_Message/blob/master/README.md
qiskit-braket-provider,qiskit-community,Qiskit-Braket provider to execute Qiskit programs on quantum computing hardware devices through Amazon Braket.,https://github.com/qiskit-community/qiskit-braket-provider,https://github.com/qiskit-community/qiskit-braket-provider/blob/main/README.md
qiskit-braket-provider,qiskit-community,Qiskit-Braket provider to execute Qiskit programs on quantum computing hardware devices through Amazon Braket.,https://github.com/qiskit-community/qiskit-braket-provider,https://github.com/qiskit-community/qiskit-braket-provider/blob/master/README.md
dwave-cloud-client,dwavesystems,A minimal implementation of the REST interface used to communicate with D-Wave Solver API (SAPI) servers.,https://github.com/dwavesystems/dwave-cloud-client,https://github.com/dwavesystems/dwave-cloud-client/blob/master/README.rst
Quantum-Starter-Kit,Perfecto-Quantum,"Get started with Quantum! Clone or download this repository to start, contains examples of tests and step definitions.",https://github.com/Perfecto-Quantum/Quantum-Starter-Kit,https://github.com/Perfecto-Quantum/Quantum-Starter-Kit/blob/master/README.md
kyber,itzmeanjan,CRYSTALS-Kyber: Post-Quantum Key Encapsulation Mechanism,https://github.com/itzmeanjan/kyber,https://github.com/itzmeanjan/kyber/blob/master/README.md
mindquantum,mindspore-ai,MindQuantum is a quantum machine learning library that can be used to build and train different quantum neural networks.,https://github.com/mindspore-ai/mindquantum,https://github.com/mindspore-ai/mindquantum/blob/master/README.md
mindquantum,mindspore-ai,MindQuantum is a quantum machine learning library that can be used to build and train different quantum neural networks.,https://github.com/mindspore-ai/mindquantum,https://github.com/mindspore-ai/mindquantum/blob/master/README_CN.md
yquant,projekter,Typesetting quantum circuits in a human-readable language,https://github.com/projekter/yquant,https://github.com/projekter/yquant/blob/master/README.md
QuantumAlgebra.jl,jfeist,Quantum operator algebra in Julia,https://github.com/jfeist/QuantumAlgebra.jl,https://github.com/jfeist/QuantumAlgebra.jl/blob/main/README.md
QuantumAlgebra.jl,jfeist,Quantum operator algebra in Julia,https://github.com/jfeist/QuantumAlgebra.jl,https://github.com/jfeist/QuantumAlgebra.jl/blob/master/README.md
dilithium,Argyle-Software,A post-quantum cryptographic signature scheme,https://github.com/Argyle-Software/dilithium,https://github.com/Argyle-Software/dilithium/blob/master/README.md
simulate_sycamore,Fanerst,Simulating Sycamore quantum circuits classically using tensor network algorithm.,https://github.com/Fanerst/simulate_sycamore,https://github.com/Fanerst/simulate_sycamore/blob/main/README.md
simulate_sycamore,Fanerst,Simulating Sycamore quantum circuits classically using tensor network algorithm.,https://github.com/Fanerst/simulate_sycamore,https://github.com/Fanerst/simulate_sycamore/blob/master/README.md
qir-spec,qir-alliance,QIR specification defining how to represent quantum programs within the LLVM IR,https://github.com/qir-alliance/qir-spec,https://github.com/qir-alliance/qir-spec/blob/main/README.md
qir-spec,qir-alliance,QIR specification defining how to represent quantum programs within the LLVM IR,https://github.com/qir-alliance/qir-spec,https://github.com/qir-alliance/qir-spec/blob/master/README.md
mVMC,issp-center-dev,A numerical solver package for a wide range of quantum lattice models based on many-variable Variational Monte Carlo method,https://github.com/issp-center-dev/mVMC,https://github.com/issp-center-dev/mVMC/blob/master/README.md
QuantumOpticsBase.jl,qojulia,Base functionality library for QuantumOptics.jl,https://github.com/qojulia/QuantumOpticsBase.jl,https://github.com/qojulia/QuantumOpticsBase.jl/blob/master/README.md
QuantumCircuitOpt.jl,harshangrjn,A Julia/JuMP Package for Optimal Quantum Circuit Design,https://github.com/harshangrjn/QuantumCircuitOpt.jl,https://github.com/harshangrjn/QuantumCircuitOpt.jl/blob/main/README.md
QuantumCircuitOpt.jl,harshangrjn,A Julia/JuMP Package for Optimal Quantum Circuit Design,https://github.com/harshangrjn/QuantumCircuitOpt.jl,https://github.com/harshangrjn/QuantumCircuitOpt.jl/blob/master/README.md
panqec,panqec,Simulation and visualization of quantum error correcting codes,https://github.com/panqec/panqec,https://github.com/panqec/panqec/blob/main/README.md
panqec,panqec,Simulation and visualization of quantum error correcting codes,https://github.com/panqec/panqec,https://github.com/panqec/panqec/blob/master/README.md
hybridq,nasa,"HybridQ is a highly extensible platform designed to provide a common framework to integrate multiple state-of-the-art techniques to simulate large scale quantum circuits on a variety of hardware. HybridQ provides tools to manipulate, develop, and extend noiseless and noisy circuits for different hardware architectures. HybridQ also supports large-scale high-performance computing (HPC) simulations, automatically balancing workload among different processor nodes and enabling the use of multiple backends to maximize parallel efficiency. Everything is then glued together by a simple and expressive language that allows seamless switching from one technique to another as well as from one hardware to the next, without the need to write lengthy translations, thus greatly simplifying the development of new hybrid algorithms and techniques.",https://github.com/nasa/hybridq,https://github.com/nasa/hybridq/blob/main/README.md
hybridq,nasa,"HybridQ is a highly extensible platform designed to provide a common framework to integrate multiple state-of-the-art techniques to simulate large scale quantum circuits on a variety of hardware. HybridQ provides tools to manipulate, develop, and extend noiseless and noisy circuits for different hardware architectures. HybridQ also supports large-scale high-performance computing (HPC) simulations, automatically balancing workload among different processor nodes and enabling the use of multiple backends to maximize parallel efficiency. Everything is then glued together by a simple and expressive language that allows seamless switching from one technique to another as well as from one hardware to the next, without the need to write lengthy translations, thus greatly simplifying the development of new hybrid algorithms and techniques.",https://github.com/nasa/hybridq,https://github.com/nasa/hybridq/blob/master/README.md
qupulse,qutech,Quantum Computing Toolkit for Qubit Control,https://github.com/qutech/qupulse,https://github.com/qutech/qupulse/blob/master/README.md
Quantum_Physics,XinjianOUYANG,量子物理、量子计算相关资料,https://github.com/XinjianOUYANG/Quantum_Physics,https://github.com/XinjianOUYANG/Quantum_Physics/blob/main/README.md
Quantum_Physics,XinjianOUYANG,量子物理、量子计算相关资料,https://github.com/XinjianOUYANG/Quantum_Physics,https://github.com/XinjianOUYANG/Quantum_Physics/blob/master/README.md
QGOpt,LuchnikovI,Riemannian optimization for quantum technologies,https://github.com/LuchnikovI/QGOpt,https://github.com/LuchnikovI/QGOpt/blob/master/README.md
qex,jcosborn,Quantum EXpressions lattice field theory framework,https://github.com/jcosborn/qex,https://github.com/jcosborn/qex/blob/master/README.md
pyqir,qir-alliance,"PyQIR is a set of APIs for generating, parsing, and evaluating Quantum Intermediate Representation (QIR).",https://github.com/qir-alliance/pyqir,https://github.com/qir-alliance/pyqir/blob/main/README.md
pyqir,qir-alliance,"PyQIR is a set of APIs for generating, parsing, and evaluating Quantum Intermediate Representation (QIR).",https://github.com/qir-alliance/pyqir,https://github.com/qir-alliance/pyqir/blob/master/README.md
quantum.vim,kjssad,A  colorscheme based on the Firefox DevTools,https://github.com/kjssad/quantum.vim,https://github.com/kjssad/quantum.vim/blob/master/README.md
