name,owner,description,html_url,readme_url
mqt-predictor,cda-tum,MQT Predictor - A MQT tool for Automatic Device Selection with Device-Specific Circuit Compilation for Quantum Computing,https://github.com/cda-tum/mqt-predictor,https://github.com/cda-tum/mqt-predictor/blob/main/README.md
mqt-predictor,cda-tum,MQT Predictor - A MQT tool for Automatic Device Selection with Device-Specific Circuit Compilation for Quantum Computing,https://github.com/cda-tum/mqt-predictor,https://github.com/cda-tum/mqt-predictor/blob/master/README.md
math-lectures,quantumformalism,"Course materials for the quantum formalism series that includes; live lecture slides, curated study materials and other useful resources.",https://github.com/quantumformalism/math-lectures,https://github.com/quantumformalism/math-lectures/blob/master/README.md
PythonCompphys,aromanro,Some python workbooks with various topics from Computational Physics,https://github.com/aromanro/PythonCompphys,https://github.com/aromanro/PythonCompphys/blob/master/README.md
aiida-quantumespresso,aiidateam,The official AiiDA plugin for Quantum ESPRESSO,https://github.com/aiidateam/aiida-quantumespresso,https://github.com/aiidateam/aiida-quantumespresso/blob/main/README.md
aiida-quantumespresso,aiidateam,The official AiiDA plugin for Quantum ESPRESSO,https://github.com/aiidateam/aiida-quantumespresso,https://github.com/aiidateam/aiida-quantumespresso/blob/master/README.md
QuantumultX-mix,yawenchim,Yawen's daily QuantumultX conf for friends.,https://github.com/yawenchim/QuantumultX-mix,https://github.com/yawenchim/QuantumultX-mix/blob/main/README.md
quantum-tensors,Quantum-Flytrap,Quantum Tensors - NPM package for sparse matrix operations for quantum information and computing,https://github.com/Quantum-Flytrap/quantum-tensors,https://github.com/Quantum-Flytrap/quantum-tensors/blob/master/README.md
Quantumult,Toperlock,,https://github.com/Toperlock/Quantumult,https://github.com/Toperlock/Quantumult/blob/main/README.md
Quantumult,Toperlock,,https://github.com/Toperlock/Quantumult,https://github.com/Toperlock/Quantumult/blob/master/README.md
pytenet,cmendl,"Python implementation of quantum tensor network operations and simulations: matrix product states and operators, TDVP time evolution, support for quantum numbers, ...",https://github.com/cmendl/pytenet,https://github.com/cmendl/pytenet/blob/master/README.rst
HartreeFock,aromanro,"A program implementing the Hartree–Fock (also post-HF: MP2, CCSD(T), CIS and TDHF/RPA)/self-consistent field method (also DIIS) with Gaussian orbitals",https://github.com/aromanro/HartreeFock,https://github.com/aromanro/HartreeFock/blob/master/README.md
qiskit-serverless,Qiskit,A programming model for leveraging quantum and classical resources,https://github.com/Qiskit/qiskit-serverless,https://github.com/Qiskit/qiskit-serverless/blob/main/README.md
qiskit-serverless,Qiskit,A programming model for leveraging quantum and classical resources,https://github.com/Qiskit/qiskit-serverless,https://github.com/Qiskit/qiskit-serverless/blob/master/README.md
squlearn,sQUlearn,scikit-learn interface for quantum algorithms,https://github.com/sQUlearn/squlearn,https://github.com/sQUlearn/squlearn/blob/main/README.md
squlearn,sQUlearn,scikit-learn interface for quantum algorithms,https://github.com/sQUlearn/squlearn,https://github.com/sQUlearn/squlearn/blob/master/README.md
forest-benchmarking,rigetti,"A library for quantum characterization, verification, validation (QCVV), and benchmarking using pyQuil.",https://github.com/rigetti/forest-benchmarking,https://github.com/rigetti/forest-benchmarking/blob/master/README.md
